,Tamb,Tdc_in,qdc,wdc
0,44.664323274977505,35.57762441551313,13.771790038794279,58.212372416090226
2,44.664323274977505,12.510722083225845,13.771790038794279,58.212372416090226
3,44.664323274977505,35.57762441551313,20.153848310932517,58.212372416090226
4,44.664323274977505,35.57762441551313,13.771790038794279,26.11096186729148
5,44.664323274977505,12.510722083225845,20.153848310932517,26.11096186729148
7,32.685445888247344,12.510722083225845,13.771790038794279,26.11096186729148
8,32.685445888247344,12.510722083225845,20.153848310932517,58.212372416090226
9,32.685445888247344,12.510722083225845,20.153848310932517,26.11096186729148
30,36.62716085501015,12.10021420828998,16.485781269147992,43.06215657901019
31,37.602564964722845,12.10021420828998,16.485781269147992,43.06215657901019
32,36.62716085501015,15.70871504843235,16.485781269147992,43.06215657901019
33,36.62716085501015,12.10021420828998,7.745711579918861,43.06215657901019
34,36.62716085501015,12.10021420828998,16.485781269147992,42.04263838712126
35,36.62716085501015,15.70871504843235,7.745711579918861,42.04263838712126
36,37.602564964722845,12.10021420828998,7.745711579918861,42.04263838712126
37,37.602564964722845,15.70871504843235,16.485781269147992,42.04263838712126
38,37.602564964722845,15.70871504843235,7.745711579918861,43.06215657901019
39,37.602564964722845,15.70871504843235,7.745711579918861,42.04263838712126
41,47.67012572260573,45.1046475273557,22.343528984114528,48.9622957818769
42,27.079989886749537,3.785164228733629,22.343528984114528,48.9622957818769
45,27.079989886749537,3.785164228733629,18.491124127060175,55.11576690547169
46,47.67012572260573,45.1046475273557,18.491124127060175,55.11576690547169
47,47.67012572260573,3.785164228733629,22.343528984114528,55.11576690547169
48,47.67012572260573,3.785164228733629,18.491124127060175,48.9622957818769
49,47.67012572260573,3.785164228733629,18.491124127060175,55.11576690547169
50,21.26638802615926,5.963984537310898,12.38423664495349,82.1219502706267
53,21.26638802615926,5.963984537310898,9.240467939525843,82.1219502706267
54,21.26638802615926,5.963984537310898,12.38423664495349,51.330891934540126
70,41.75136866932735,21.432282728143036,7.395624965429306,75.13502722252161
71,28.80392149174586,21.432282728143036,7.395624965429306,75.13502722252161
72,41.75136866932735,24.53820743588731,7.395624965429306,75.13502722252161
73,41.75136866932735,21.432282728143036,12.765840472653508,75.13502722252161
74,41.75136866932735,21.432282728143036,7.395624965429306,94.29668400702998
75,41.75136866932735,24.53820743588731,12.765840472653508,94.29668400702998
76,28.80392149174586,21.432282728143036,12.765840472653508,94.29668400702998
77,28.80392149174586,24.53820743588731,7.395624965429306,94.29668400702998
78,28.80392149174586,24.53820743588731,12.765840472653508,75.13502722252161
79,28.80392149174586,24.53820743588731,12.765840472653508,94.29668400702998
82,40.30724428398535,14.341585357673466,18.72439126856625,85.26928444825113
85,40.30724428398535,14.341585357673466,18.15134785696864,60.98942735182122
87,17.093493277858943,14.341585357673466,18.72439126856625,60.98942735182122
88,17.093493277858943,14.341585357673466,18.15134785696864,85.26928444825113
89,17.093493277858943,14.341585357673466,18.15134785696864,60.98942735182122
90,8.039140321034939,7.079353415314108,6.440734684467316,52.273804425634445
91,34.450476352404806,7.079353415314108,6.440734684467316,52.273804425634445
93,8.039140321034939,7.079353415314108,9.612666886299849,52.273804425634445
94,8.039140321034939,7.079353415314108,6.440734684467316,45.49567078765482
96,34.450476352404806,7.079353415314108,9.612666886299849,45.49567078765482
101,42.09669314762577,32.917178326658906,23.85416009835899,67.43476865505801
106,42.09669314762577,32.917178326658906,21.960446605458856,18.541492953840645
107,42.09669314762577,31.110061359219255,23.85416009835899,18.541492953840645
108,42.09669314762577,31.110061359219255,21.960446605458856,67.43476865505801
109,42.09669314762577,31.110061359219255,21.960446605458856,18.541492953840645
110,28.463197840098292,15.82438164288178,11.57712535187602,12.239512111190706
112,28.463197840098292,7.63499827068299,11.57712535187602,12.239512111190706
113,28.463197840098292,15.82438164288178,14.810712167993188,12.239512111190706
114,28.463197840098292,15.82438164288178,11.57712535187602,88.46153578627855
115,28.463197840098292,7.63499827068299,14.810712167993188,88.46153578627855
117,9.529712514486164,7.63499827068299,11.57712535187602,88.46153578627855
118,9.529712514486164,7.63499827068299,14.810712167993188,12.239512111190706
119,9.529712514486164,7.63499827068299,14.810712167993188,88.46153578627855
120,31.39443585202098,27.359622786194087,9.515856742858887,27.781642353832723
122,31.39443585202098,19.662483995128422,9.515856742858887,27.781642353832723
123,31.39443585202098,27.359622786194087,20.922704128548503,27.781642353832723
124,31.39443585202098,27.359622786194087,9.515856742858887,31.298239406421782
125,31.39443585202098,19.662483995128422,20.922704128548503,31.298239406421782
131,44.3700851210393,22.5514697345905,15.051750289276242,60.934532779417935
136,44.3700851210393,22.5514697345905,11.311628786846995,82.61510158931837
137,44.3700851210393,43.35035028057173,15.051750289276242,82.61510158931837
138,44.3700851210393,43.35035028057173,11.311628786846995,60.934532779417935
139,44.3700851210393,43.35035028057173,11.311628786846995,82.61510158931837
150,49.86050302889198,0.15734177557751536,20.179351894184947,89.78894113482907
151,19.45177431376651,0.15734177557751536,20.179351894184947,89.78894113482907
152,49.86050302889198,2.418034166190773,20.179351894184947,89.78894113482907
153,49.86050302889198,0.15734177557751536,6.396760605275631,89.78894113482907
154,49.86050302889198,0.15734177557751536,20.179351894184947,36.893538007568566
155,49.86050302889198,2.418034166190773,6.396760605275631,36.893538007568566
